human_time,computer_time,x1,y1,z1,x2,y2,z2
2021-05-09 16:43:44.378496,1620567824.3784962,6.971538559171753,-14.573490209028645,-0.8328769239904857,5.464820656980036,6.088581404727548,2.3185549057589707
2021-05-09 16:43:44.488358,1620567824.4883583,7.039927077499098,-14.57555222385767,-1.080504024786681,5.474319997716571,6.286367919369077,2.269808420793363
2021-05-09 16:43:44.597648,1620567824.597648,7.374665987392571,-14.920188922647272,-1.2846311191577546,5.647339075117909,6.115924826059404,2.079938074271591
2021-05-09 16:43:44.706556,1620567824.7075539,7.315074199845388,-15.02450095427723,-1.4190095167125936,5.675149058937177,5.857128464560145,1.77246258600377
2021-05-09 16:43:44.816669,1620567824.8166692,7.42294791488258,-15.082292087365278,-1.566640206785009,5.713752307877651,5.922104899136274,1.7037955668025715
2021-05-09 16:43:44.925902,1620567824.9259021,7.344223920718726,-14.992263258254264,-1.5717653882815494,5.6309784876166535,5.981877977694808,1.6459087664676069
2021-05-09 16:43:45.035235,1620567825.0352356,7.328262268644635,-14.888172328281595,-1.7029984121812827,5.5592867201572895,6.073545936881353,1.4759404491685169
2021-05-09 16:43:45.145669,1620567825.1456692,7.4188118944699974,-14.819028231836667,-1.8323292317984088,5.664529444570453,5.996579811274726,1.4150925643468408
2021-05-09 16:43:45.255289,1620567825.2552898,7.727234720537115,-14.903726403992012,-2.1128358988789513,6.0251947558582275,5.941303352169439,1.3563276429228834
2021-05-09 16:43:45.364881,1620567825.364882,7.843140698396311,-14.835911296970567,-2.0003295603189106,6.128717579552555,5.907401832655002,1.507837966981987
2021-05-09 16:43:45.474387,1620567825.4743876,8.0128272509835,-14.813463024904467,-2.1215566682275533,6.2663971582848905,5.717171201357925,1.5366840062551836
2021-05-09 16:43:45.584036,1620567825.584036,8.039671189559964,-14.857467328297577,-2.251384410916446,6.237611970026459,5.7076682422692775,1.5722626943791542
2021-05-09 16:43:45.693593,1620567825.6935935,8.096767529161285,-14.97087773364717,-2.2792665250626887,6.235329102023069,5.650885701425239,1.610639707009578
2021-05-09 16:43:45.802933,1620567825.8029335,8.083059662658272,-14.833320259099384,-2.28713103922515,6.1459919099480995,5.75747461468017,1.6754086245322195
2021-05-09 16:43:45.912629,1620567825.9126298,7.861615651755425,-14.723270662604534,-2.1325989265328276,5.967149999137647,5.863245329087961,1.7322063312019194
2021-05-09 16:43:46.022344,1620567826.0223446,7.6604287361526096,-14.508269073645119,-1.874090959689937,5.732936184571844,5.851675542515887,1.9982096358735626
2021-05-09 16:43:46.131815,1620567826.1318157,7.470198840581649,-14.64557732449443,-1.8967148316656994,5.690836118058662,5.7091233311145215,2.0352094384612385
2021-05-09 16:43:46.241701,1620567826.2417011,7.34751568761462,-14.846622394009424,-2.0596281089593007,5.564652413280969,5.571497646010405,1.837339911869922
