human_time,computer_time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2021-05-16 02:19:45.496616,1621120785.4966161,0.9979269755371941,0.06366255755901001,-0.009424980649024958,0.063868776826625,-0.9976817928058529,0.023490841840392553,-0.007907644520306099,-0.024044106736273343,-0.9996796237242186,0.7436802043297994,0.11978467958919695,-0.6577167963673278,0.11949869540925878,-0.9917907666068047,-0.045509746966688455,-0.6577688161379138,-0.044751601191468454,-0.7518892729034821
2021-05-16 02:19:45.607682,1621120785.6076827,0.9978167676243977,0.06510729645991829,-0.011078727150693283,0.06535438015088364,-0.9975822416087204,0.02363210151498528,-0.009513319225852966,-0.024304550491648563,-0.999659334764952,0.743781053636954,0.12045925601780735,-0.657479514426373,0.12102852057963323,-0.9916390539740705,-0.044766994981976,-0.6573749626027814,-0.0462769302465852,-0.7521413459383448
2021-05-16 02:19:45.718487,1621120785.7184875,0.9977485297447384,0.06602429486721438,-0.011775562810323425,0.06629018869364127,-0.9975156674926471,0.02383493213038571,-0.010172623809724736,-0.02456187277032813,-0.9996465536032424,0.7456871742104583,0.1211484693341873,-0.6551898095941399,0.12248248779047638,-0.9914977975555064,-0.043933559237056954,-0.6549417366473734,-0.04748858621357001,-0.7541857568111179
2021-05-16 02:19:45.829508,1621120785.8295088,0.9978392970491073,0.06507284702485355,-0.00906983156535314,0.06527413234488696,-0.9975782909884422,0.024017514342690015,-0.007484979035778918,-0.024557645014519344,-0.9996703942601156,0.7462307601877759,0.11987465919783215,-0.6548050997295135,0.12126709155514244,-0.9916730358238323,-0.04334607855044418,-0.6545486575154907,-0.04706013283181607,-0.7545537746526226
2021-05-16 02:19:45.940329,1621120785.9403296,0.9978932079921471,0.06431575041344227,-0.008522305550588987,0.06451875050747545,-0.9975728270010359,0.026187509658530308,-0.006817351105520031,-0.026682186528043068,-0.9996207203964848,0.7464422293667737,0.1182247343256014,-0.6548640396384595,0.11952638332009108,-0.9919067313864239,-0.042830829092133954,-0.6546277124506565,-0.04630279067121007,-0.7545320468129096
2021-05-16 02:19:46.041092,1621120786.0410922,0.9978950487656659,0.06421077256126975,-0.009080106610283977,0.06444497707723426,-0.9975166379842353,0.02841481786221588,-0.0072330200113082535,-0.028940173318642026,-0.9995549758716642,0.7449821239691788,0.11701342767030498,-0.6567415722422466,0.11847538674646219,-0.9920529063321556,-0.04236288202188302,-0.6564794114834432,-0.04624812193776164,-0.7529248923468944
2021-05-16 02:19:46.150404,1621120786.1504047,0.9977766333928163,0.06587351642329249,-0.010122731317603016,0.06613880871394913,-0.9974005693732201,0.028596541676863586,-0.00821266322198913,-0.029202466471295947,-0.9995397781553247,0.7461700145702306,0.11821761217230303,-0.6551754768980145,0.1205734827492845,-0.9918305748154381,-0.04164308008523613,-0.6547460153479132,-0.04792397138756708,-0.7543281436831544
2021-05-16 02:19:46.259756,1621120786.2597563,0.9978455435509549,0.06451835086647954,-0.011901832504683706,0.06485761457061394,-0.9974207438137307,0.03074653870396081,-0.009887418657536121,-0.03145222109063702,-0.9994563505930395,0.7459659912404843,0.11691753399008246,-0.6556409308137187,0.1192754917511744,-0.9920063191031276,-0.04119247415462059,-0.6552160689269738,-0.04747370962060442,-0.7539483735075907
2021-05-16 02:19:46.382961,1621120786.382961,0.9979251818448426,0.06365854808048985,-0.009639538174690111,0.06394452000090631,-0.9974067370831078,0.03302876296626445,-0.007511977222478673,-0.03357662993083063,-0.9994079147778933,0.7448822253695802,0.11597736554222224,-0.6570385993306238,0.11861616061508512,-0.9921078500428739,-0.040647513137247855,-0.6565673436665873,-0.0476577859870994,-0.7527602929654362
2021-05-16 02:19:46.481990,1621120786.48199,0.9979800456976113,0.06287789280283224,-0.009066365648341224,0.06314623739803754,-0.9974518752521555,0.03320104303224918,-0.006955651792935694,-0.03370648532009996,-0.9994075703913301,0.7437212393215851,0.11473354767599725,-0.6585703692238555,0.11754700576520646,-0.9922564980176745,-0.04012160985473463,-0.6580740229013756,-0.04757368158321032,-0.7514488174207337
2021-05-16 02:19:46.591343,1621120786.5913436,0.9980009613538812,0.06267417310257582,-0.008125833042677305,0.06291212559235655,-0.9974601562922114,0.033396123472178116,-0.006012120273303033,-0.033840576759650104,-0.9994091603414459,0.7427195201481466,0.11367213761331986,-0.659883595432805,0.11673451185038271,-0.992374996210959,-0.03955907782484604,-0.6593487454556656,-0.047649890091351066,-0.7503257424881026
2021-05-16 02:19:46.716225,1621120786.7162259,0.9981896432676202,0.059728428909915324,-0.007067591754971391,0.05993328774704394,-0.9976364505034129,0.03360823778155986,-0.005043519910913416,-0.03397097889235791,-0.9994100937553131,0.740817844399524,0.11246281670917385,-0.6622243096391749,0.11455423957725633,-0.9925944126136031,-0.040418538359680706,-0.6618657323159431,-0.04591782775889108,-0.7482147455642568
2021-05-16 02:19:46.825467,1621120786.8254669,0.9981868139659097,0.05979489094407107,-0.006903292082298649,0.06000445837139299,-0.997557632866945,0.035752399702023575,-0.004748620867435625,-0.0361018022525765,-0.9993368353433058,0.7392396260743787,0.11185485207107346,-0.6640882978261035,0.11319752276074,-0.9927179394941955,-0.04119967775639556,-0.6638607505209545,-0.04471671582928867,-0.7465181305522312
2021-05-16 02:19:46.936999,1621120786.937,0.9982109147537931,0.059619022535765974,-0.0045323082723648465,0.05974364775525621,-0.9975676364033171,0.035909711132161806,-0.002380382173473,-0.03611624222672209,-0.9993447607448237,0.7376936298933113,0.11104322422709507,-0.665941071543182,0.11156269556050237,-0.9928705440610727,-0.041974369502646915,-0.6658542433401661,-0.04332995602491604,-0.7448225570810635
2021-05-16 02:19:47.048160,1621120787.04816,0.9980988888471812,0.061481710934877684,-0.004313618265820576,0.061597534330862,-0.9974497637256102,0.036051527125534326,-0.002086107950552206,-0.03624869741445893,-0.9993406226554459,0.739007383248365,0.11275484556573429,-0.664194574131596,0.113252456374691,-0.9926565859011158,-0.04250627709220902,-0.664109907040622,-0.04380921442560173,-0.7463503092395076
2021-05-16 02:19:47.157627,1621120787.1576276,0.9981154957756769,0.061060398972654605,-0.00608972657638048,0.06124914537132697,-0.9973913913403446,0.038196265150585544,-0.003741561673538344,-0.038497274675904254,-0.9992517003031677,0.7406922672148533,0.11256316543880442,-0.6623477176487567,0.113582599810876,-0.9926539115978856,-0.041679788982429564,-0.6621736617446536,-0.044359278350913384,-0.7480362933146114
2021-05-16 02:19:47.266999,1621120787.2669995,0.9981685250064996,0.0602750911033573,-0.005148696808981879,0.060428749664266534,-0.9974340963645669,0.038387362808781945,-0.0028216839586050085,-0.038628186624298406,-0.9992496691506862,0.7402279301166054,0.11203691089192915,-0.6629557617768175,0.11352505928059915,-0.9926886687126525,-0.04100326724590049,-0.6627025519723181,-0.04491032851467705,-0.7475348754419965
2021-05-16 02:19:47.376250,1621120787.3762505,0.9981923296674596,0.05989219942300892,-0.0049997441258992584,0.060040768878673594,-0.9974520389445029,0.038529677884870196,-0.0026793778209940745,-0.038760217410750995,-0.9992449481887632,0.7396149225882017,0.11152948371975781,-0.6637250489065883,0.11348562542100092,-0.9927199105775727,-0.04035086077967628,-0.6633933818690484,-0.04547915351082101,-0.7468874530264159
2021-05-16 02:19:47.485919,1621120787.485919,0.9981136391417229,0.06105782539774795,-0.00641134283629773,0.06126096695227307,-0.9973715515115089,0.038692146019548145,-0.004032032655984727,-0.03901192373138825,-0.9992306102794477,0.7402591342463651,0.11309803613537571,-0.662740709770528,0.11493624305160484,-0.9925265379777228,-0.04099672478550569,-0.6624243913066641,-0.04582472730172357,-0.7477258990898459
2021-05-16 02:19:47.595307,1621120787.5953078,0.9981675871114888,0.0602186673580942,-0.0059312849909374165,0.06040429794517385,-0.9974174549353261,0.03885539061813031,-0.003576147337454893,-0.03914246660536382,-0.999227240660636,0.7396630485302506,0.11210891531442241,-0.6635737831966844,0.11424832520068223,-0.9926323075234981,-0.04035371419603316,-0.6632087867540475,-0.04596404211554546,-0.7470216944671854
2021-05-16 02:19:47.704615,1621120787.704615,0.9982201379982155,0.05932322753342978,-0.006108254238389522,0.05952436731028149,-0.9973854468616704,0.04097706779232297,-0.003661391966804074,-0.04126772423532534,-0.9991414159893998,0.7389167446402172,0.11143382718824237,-0.6645182816510654,0.11397705550588967,-0.9926887569699749,-0.03972735334266729,-0.664086798023053,-0.04638463046728655,-0.7462152442478658
