human_time,computer_time,x1,y1,z1,x2,y2,z2
2021-05-17 17:32:41.959256,1621261961.95927,-2.8531406774516537,-26.71359563460112,0.7313366222366351,-0.7888315406715496,6.414846505715376,-0.5444123961880757
2021-05-17 17:32:42.068772,1621261962.068786,-2.8234714771552567,-26.757531210616957,0.517752529944037,-0.7268336433437456,6.433015891510791,-0.6493496359143693
2021-05-17 17:32:42.178565,1621261962.178578,-2.8214353011322273,-26.67742646374367,0.41372022475353415,-0.6282466991995108,6.576535367890357,-0.7516221028467658
2021-05-17 17:32:42.287959,1621261962.2879732,-2.660039368691459,-26.76071371897531,0.2945675622554934,-0.5422952824199734,6.554226666004001,-0.740360503360672
2021-05-17 17:32:42.397328,1621261962.397341,-2.7771764019270244,-26.754260437370785,0.3511678890196358,-0.5575349832659222,6.531557661041162,-0.727660729054129
2021-05-17 17:32:42.506518,1621261962.506526,-2.627915293374609,-26.879002721484145,0.23726555116715783,-0.49008792133902923,6.635520302342395,-0.7196117423369244
2021-05-17 17:32:42.616358,1621261962.616368,-2.6705328873197662,-26.918393308381745,0.2601866830667768,-0.5014572764105651,6.689005742622375,-0.7075450097023958
2021-05-17 17:32:42.726292,1621261962.726302,-2.677351769140346,-26.945415296212047,0.16485854063595606,-0.42591491990163644,6.723567347394337,-0.8125000166205876
2021-05-17 17:32:42.836040,1621261962.836053,-2.6968041979464004,-26.864263012909333,0.07046854504267552,-0.5201251522326749,6.753158810818547,-0.923935368724603
2021-05-17 17:32:42.945640,1621261962.945653,-2.5689461631985657,-26.98083324959477,-0.033985749367232455,-0.3702996907487026,6.7465993189064175,-1.0202266646092941
2021-05-17 17:32:43.055360,1621261963.055374,-2.4169904887238034,-27.140242727793147,-0.25175905385071023,-0.17962450067590485,6.753319498327501,-1.1250854726395487
2021-05-17 17:32:43.164814,1621261963.1648269,-2.3084338885615936,-27.212558737698757,-0.34801829265747936,-0.12198384360016397,6.626933242735252,-1.1179333670020555
2021-05-17 17:32:43.274488,1621261963.2745018,-2.278616878731216,-27.258241514986867,-0.4084283959327803,-0.09687985729255093,6.55071204385038,-1.1144436222751286
2021-05-17 17:32:43.383881,1621261963.3838902,-2.322700215030963,-27.441427327951857,-0.48336483986758677,-0.07410829121884512,6.463475325608021,-1.2249793407678
2021-05-17 17:32:43.493086,1621261963.493094,-2.3639950420212554,-27.86147554005622,-0.5511036658735433,-0.10118403174934484,6.315000961062888,-1.3279385829590884
2021-05-17 17:32:43.603289,1621261963.603304,-2.4652794454817197,-27.902105265500317,-0.6525393230246164,-0.03333076536986494,6.2871183821153505,-1.4205751911555378
2021-05-17 17:32:43.713026,1621261963.71304,-2.5017104859268433,-27.773639008228326,-0.6379930427371656,-0.15043110002238277,6.348283713547443,-1.5211646576707951
2021-05-17 17:32:43.822411,1621261963.8224251,-2.620863912056651,-27.611148642220186,-0.4836174772551476,-0.28174414135518916,6.541505416633883,-1.3960613343288037
2021-05-17 17:32:43.932018,1621261963.932032,-2.6859742908549245,-27.596268229753367,-0.4508933492549899,-0.48379326821137336,6.585529411223964,-1.2787532761298877
2021-05-17 17:32:44.041614,1621261964.041627,-2.693065846463761,-27.59063919318482,-0.5463752991005848,-0.5455871692937865,6.542498883687844,-1.385296685485909
2021-05-17 17:32:44.151403,1621261964.151417,-2.4847876981150634,-27.585661516873046,-0.6354374379988555,-0.49043737320015074,6.838170835717413,-1.3676823581109638
2021-05-17 17:32:44.260760,1621261964.2607732,-2.3568882365453163,-27.44162540791539,-0.744946200833771,-0.5021710969823809,6.862466039721158,-1.355701929375017
2021-05-17 17:32:44.370275,1621261964.3702881,-2.4371656992194772,-27.39148007061617,-0.7097657292498437,-0.5144421882666391,6.896713237646453,-1.2300328654344048
2021-05-17 17:32:44.479711,1621261964.479723,-2.5472391071077753,-27.3193234359274,-0.6609173134906673,-0.5546304499071353,6.735054090492675,-1.2204160181343016
2021-05-17 17:32:44.589629,1621261964.589642,-2.648500281804008,-27.40714074082076,-0.6115044164342621,-0.5844795277754915,6.485495679726766,-1.2083019261808534
2021-05-17 17:32:44.699211,1621261964.699224,-2.7798825286004325,-27.38446324504399,-0.7072232858524123,-0.6196960239257846,6.431566979823131,-1.311616974433004
